ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge,payment_type
T05314,2.0,2021-07-03 23:36:33,2021-07-03 23:54:24,N,5.0,174,167,2.0,6.02,18.0,0.0,0.0,0.0,0.0,,0.3,18.3,2.0,0.0,2.0
T01959,2.0,2021-07-02 02:37:38,2021-07-02 02:41:36,N,1.0,42,41,1.0,0.64,5.0,0.5,0.5,0.63,0.0,,0.3,6.93,1.0,0.0,1.0
T07034,2.0,2021-07-05 15:03:05,2021-07-06 14:11:50,N,1.0,74,75,1.0,1.81,8.5,0.0,0.5,2.32,0.0,,0.3,11.62,1.0,0.0,1.0
T09699,2.0,2021-07-07 06:28:12,2021-07-07 06:28:44,N,5.0,120,243,1.0,0.13,27.5,0.0,0.0,0.0,0.0,,0.3,27.8,2.0,0.0,1.0
T04379,2.0,2021-07-03 12:21:32,2021-07-03 13:21:00,N,1.0,168,72,1.0,16.96,58.0,0.0,0.5,0.0,0.0,,0.3,58.8,1.0,0.0,1.0
T05779,2.0,2021-07-04 13:05:43,2021-07-04 13:13:51,N,1.0,97,66,1.0,1.29,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T08146,2.0,2021-07-06 09:48:31,2021-07-06 09:59:56,N,1.0,42,74,1.0,2.14,10.0,0.0,0.5,1.0,0.0,,0.3,11.8,1.0,0.0,1.0
T05133,2.0,2021-07-03 19:58:19,2021-07-03 20:05:59,N,1.0,41,152,6.0,1.3,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,1.0
T00568,2.0,2021-07-01 11:32:19,2021-07-01 11:51:59,N,1.0,75,170,1.0,4.06,17.0,0.0,0.5,4.11,0.0,,0.3,24.66,1.0,2.75,1.0
T00836,2.0,2021-07-01 13:58:03,2021-07-01 15:53:37,N,1.0,76,28,1.0,5.91,64.0,0.0,0.5,0.0,0.0,,0.3,64.8,1.0,0.0,2.0
T04454,2.0,2021-07-03 13:38:54,2021-07-03 13:44:34,N,1.0,74,41,1.0,1.2,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1.0,0.0,1.0
T08137,2.0,2021-07-06 09:12:15,2021-07-06 09:16:19,N,1.0,166,166,1.0,0.37,4.5,0.0,0.5,1.32,0.0,,0.3,6.62,1.0,0.0,1.0
T06084,1.0,2021-07-04 17:37:43,2021-07-04 19:24:17,N,5.0,127,10,2.0,26.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0
T09166,2.0,2021-07-06 17:35:55,2021-07-06 17:38:45,N,1.0,43,75,1.0,0.67,4.5,1.0,0.5,1.58,0.0,,0.3,7.88,1.0,0.0,1.0
T05518,2.0,2021-07-04 09:26:08,2021-07-04 09:29:01,N,1.0,41,42,1.0,0.82,4.5,0.0,0.5,1.7,0.0,,0.3,7.0,1.0,0.0,1.0
T02825,2.0,2021-07-02 14:43:19,2021-07-02 14:53:03,N,1.0,95,28,2.0,3.01,10.5,0.0,0.5,2.26,0.0,,0.3,13.56,1.0,0.0,1.0
T06542,2.0,2021-07-05 06:59:05,2021-07-05 07:09:25,N,1.0,74,42,1.0,2.26,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,1.0
T09688,2.0,2021-07-07 07:15:30,2021-07-07 07:23:41,N,1.0,75,42,1.0,2.02,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,2.0
T07571,2.0,2021-07-05 20:18:59,2021-07-05 20:34:30,N,1.0,74,236,1.0,2.24,9.0,0.5,0.5,0.0,0.0,,0.3,13.05,1.0,2.75,2.0
T00726,1.0,2021-07-01 12:10:36,2021-07-01 12:19:35,N,1.0,75,74,2.0,1.0,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T03210,2.0,2021-07-02 16:38:05,2021-07-02 16:43:08,N,1.0,41,41,1.0,0.74,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T06714,1.0,2021-07-05 10:39:53,2021-07-05 10:50:26,N,1.0,41,75,1.0,2.3,9.5,0.0,0.5,2.05,0.0,,0.3,12.35,1.0,0.0,1.0
T03263,2.0,2021-07-02 17:50:59,2021-07-02 18:00:24,N,1.0,166,236,1.0,2.07,9.0,1.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0,1.0
T05868,1.0,2021-07-04 14:53:39,2021-07-04 15:04:36,N,1.0,244,151,1.0,4.5,14.5,2.75,0.5,0.0,0.0,,0.3,18.05,1.0,2.75,2.0
T01265,2.0,2021-07-01 16:30:39,2021-07-01 16:44:48,N,1.0,74,236,1.0,2.0,10.5,1.0,0.5,0.0,0.0,,0.3,15.05,1.0,2.75,2.0
T09788,2.0,2021-07-07 08:50:56,2021-07-07 08:58:51,N,1.0,74,74,1.0,1.22,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T06237,2.0,2021-07-04 19:05:54,2021-07-04 19:35:03,N,1.0,179,164,2.0,4.72,21.0,0.0,0.5,4.91,0.0,,0.3,29.46,1.0,2.75,1.0
T01875,2.0,2021-07-01 23:53:03,2021-07-01 23:53:37,N,1.0,130,130,1.0,0.0,2.5,0.5,0.5,11.0,0.0,,0.3,14.8,1.0,0.0,1.0
T00587,2.0,2021-07-01 11:05:56,2021-07-01 11:13:29,N,1.0,82,260,1.0,1.04,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T03618,2.0,2021-07-02 20:27:54,2021-07-02 20:47:05,N,1.0,65,14,1.0,5.69,19.0,0.5,0.5,4.06,0.0,,0.3,24.36,1.0,0.0,1.0
T02283,2.0,2021-07-02 09:19:45,2021-07-02 09:24:09,N,1.0,41,42,1.0,0.66,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T09131,2.0,2021-07-06 17:03:38,2021-07-06 17:21:27,N,1.0,75,116,1.0,2.54,13.0,1.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T01221,1.0,2021-07-01 16:05:56,2021-07-01 17:22:32,N,1.0,126,86,1.0,0.0,48.2,0.0,0.5,0.0,6.55,,0.3,55.55,1.0,0.0,1.0
T02320,2.0,2021-07-02 09:02:41,2021-07-02 09:19:58,N,1.0,74,43,1.0,3.48,14.5,0.0,0.5,0.0,0.0,,0.3,18.05,1.0,2.75,2.0
T05231,2.0,2021-07-03 21:18:44,2021-07-03 21:28:22,N,1.0,41,116,1.0,1.54,8.5,0.5,0.5,1.0,0.0,,0.3,10.8,1.0,0.0,1.0
T08566,2.0,2021-07-06 13:13:39,2021-07-06 13:36:47,N,1.0,62,33,1.0,3.59,17.0,0.0,0.5,0.0,0.0,,0.3,17.8,1.0,0.0,2.0
T04495,1.0,2021-07-03 14:06:05,2021-07-03 14:23:39,N,1.0,82,129,1.0,1.6,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,1.0,0.0,2.0
T03715,2.0,2021-07-02 21:24:27,2021-07-02 21:29:34,N,1.0,41,42,1.0,0.93,5.5,0.5,0.5,1.36,0.0,,0.3,8.16,1.0,0.0,1.0
T05300,1.0,2021-07-03 23:56:24,2021-07-04 00:12:57,N,1.0,244,69,1.0,3.0,13.5,0.5,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T09882,2.0,2021-07-07 08:58:08,2021-07-07 09:02:19,N,1.0,41,43,1.0,1.22,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T01330,2.0,2021-07-01 17:36:34,2021-07-01 18:17:52,N,1.0,75,127,2.0,7.05,29.5,1.0,0.5,6.26,0.0,,0.3,37.56,1.0,0.0,1.0
T05427,2.0,2021-07-04 04:24:06,2021-07-04 04:34:03,N,1.0,42,119,1.0,2.92,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,1.0,0.0,2.0
T00854,2.0,2021-07-01 13:14:43,2021-07-01 15:14:31,N,1.0,227,250,2.0,25.0,88.5,0.0,0.5,0.0,6.55,,0.3,95.85,1.0,0.0,1.0
T06364,2.0,2021-07-04 21:45:57,2021-07-04 22:47:36,N,1.0,66,173,1.0,11.47,51.5,0.5,0.5,0.0,0.0,,0.3,52.8,1.0,0.0,1.0
T05855,1.0,2021-07-04 14:01:07,2021-07-04 14:10:00,N,1.0,65,181,1.0,1.6,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,0.0,1.0
T02012,1.0,2021-07-02 06:03:57,2021-07-02 06:15:01,N,1.0,74,152,1.0,1.7,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0,2.0
T08148,2.0,2021-07-06 09:42:03,2021-07-06 09:50:41,N,1.0,74,75,1.0,1.56,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T08037,2.0,2021-07-06 08:25:47,2021-07-06 08:45:38,N,1.0,75,186,1.0,4.46,17.0,0.0,0.5,1.45,0.0,,0.3,22.0,1.0,2.75,1.0
T01130,2.0,2021-07-01 15:52:40,2021-07-01 16:36:23,N,1.0,197,35,1.0,7.19,32.5,0.0,0.5,0.0,0.0,,0.3,33.3,1.0,0.0,1.0
T01017,2.0,2021-07-01 14:24:36,2021-07-01 14:30:28,N,1.0,82,173,4.0,0.98,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T07016,2.0,2021-07-05 15:29:37,2021-07-05 15:36:18,N,1.0,75,263,5.0,1.28,7.0,0.0,0.5,1.0,0.0,,0.3,11.55,1.0,2.75,1.0
T08763,2.0,2021-07-06 14:21:18,2021-07-06 14:40:57,N,1.0,244,236,1.0,5.93,20.0,0.0,0.5,4.45,0.0,,0.3,28.0,1.0,2.75,1.0
T09043,1.0,2021-07-06 16:56:55,2021-07-06 17:05:32,N,1.0,97,49,1.0,1.2,7.0,1.0,0.5,2.0,0.0,,0.3,10.8,1.0,0.0,1.0
T02372,2.0,2021-07-02 10:35:22,2021-07-02 10:44:12,N,1.0,74,75,1.0,1.69,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T05051,1.0,2021-07-03 19:55:42,2021-07-03 20:02:22,N,1.0,66,54,1.0,1.4,7.0,0.0,0.5,1.55,0.0,,0.3,9.35,1.0,0.0,1.0
T09595,2.0,2021-07-06 23:17:30,2021-07-06 23:17:34,N,1.0,74,74,1.0,0.0,2.5,0.5,0.5,0.0,0.0,,0.3,3.8,1.0,0.0,2.0
T04223,2.0,2021-07-03 11:41:09,2021-07-03 11:45:18,N,1.0,244,243,1.0,0.52,4.5,0.0,0.5,1.06,0.0,,0.3,6.36,1.0,0.0,1.0
T06618,2.0,2021-07-05 09:53:49,2021-07-05 10:13:39,N,1.0,166,114,1.0,6.33,20.5,0.0,0.5,3.0,0.0,,0.3,27.05,1.0,2.75,1.0
T05864,2.0,2021-07-04 14:54:01,2021-07-04 14:59:08,N,1.0,74,41,6.0,0.63,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T01213,2.0,2021-07-01 16:12:03,2021-07-01 16:27:34,N,1.0,82,129,1.0,1.78,11.0,1.0,0.5,3.84,0.0,,0.3,16.64,1.0,0.0,1.0
T07443,2.0,2021-07-05 18:28:28,2021-07-05 18:35:15,N,1.0,75,238,1.0,1.39,7.0,0.0,0.5,0.0,0.0,,0.3,10.55,1.0,2.75,2.0
T05659,2.0,2021-07-04 11:00:48,2021-07-04 11:09:15,N,1.0,42,247,1.0,1.37,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0,1.0
T04288,1.0,2021-07-03 11:39:07,2021-07-03 11:58:11,N,1.0,74,243,1.0,5.4,19.5,0.0,0.5,0.0,0.0,,0.3,20.3,1.0,0.0,1.0
T09396,2.0,2021-07-06 19:11:35,2021-07-06 19:25:52,N,1.0,69,147,1.0,1.99,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0,2.0
T08384,2.0,2021-07-06 11:37:02,2021-07-06 11:48:38,N,1.0,75,75,1.0,0.69,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,0.0,1.0
T00669,2.0,2021-07-01 12:41:36,2021-07-01 12:58:06,N,1.0,95,102,1.0,2.2,12.5,0.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0,1.0
T04172,2.0,2021-07-03 10:27:48,2021-07-03 10:47:49,N,1.0,7,132,1.0,13.78,38.0,0.0,0.5,7.76,0.0,,0.3,46.56,1.0,0.0,1.0
T09710,2.0,2021-07-07 07:46:26,2021-07-07 08:08:07,N,1.0,181,61,1.0,3.4,16.5,0.0,0.5,0.0,0.0,,0.3,17.3,1.0,0.0,2.0
T04145,1.0,2021-07-03 10:55:03,2021-07-03 11:19:16,N,1.0,56,132,0.0,10.3,31.5,0.0,0.5,0.0,0.0,,0.3,32.3,1.0,0.0,2.0
T03147,2.0,2021-07-02 16:02:16,2021-07-02 16:22:03,N,1.0,127,50,1.0,8.37,25.5,1.0,0.5,0.0,0.0,,0.3,30.05,1.0,2.75,2.0
T02339,1.0,2021-07-02 10:05:19,2021-07-02 10:43:22,N,1.0,29,39,1.0,0.0,22.2,0.0,0.5,0.0,0.0,,0.3,23.0,1.0,0.0,1.0
T05096,2.0,2021-07-03 19:22:19,2021-07-03 20:53:44,N,1.0,134,130,1.0,23.25,88.0,0.0,0.5,0.0,13.1,,0.3,101.9,1.0,0.0,1.0
T00502,2.0,2021-07-01 10:27:23,2021-07-01 10:48:58,N,1.0,42,116,1.0,6.34,22.5,0.0,0.5,0.0,0.0,,0.3,23.3,1.0,0.0,2.0
T07312,2.0,2021-07-05 17:23:48,2021-07-05 17:29:12,N,1.0,95,95,1.0,0.87,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,0.0,1.0
T07613,2.0,2021-07-05 20:27:08,2021-07-05 20:40:56,N,1.0,74,239,1.0,3.46,13.0,0.5,0.5,4.26,0.0,,0.3,21.31,1.0,2.75,1.0
T09725,2.0,2021-07-07 07:36:07,2021-07-07 07:36:12,N,2.0,95,95,1.0,0.0,52.0,0.0,0.5,0.0,0.0,,0.3,52.8,1.0,0.0,2.0
T07114,2.0,2021-07-05 16:25:22,2021-07-05 16:43:09,N,1.0,75,138,2.0,7.8,23.5,0.0,0.5,0.0,6.55,,0.3,30.85,1.0,0.0,2.0
T00937,2.0,2021-07-01 14:34:59,2021-07-01 14:44:38,N,1.0,152,42,1.0,1.3,8.0,0.0,0.5,2.2,0.0,,0.3,11.0,1.0,0.0,1.0
T08547,2.0,2021-07-06 13:24:48,2021-07-06 13:43:18,N,1.0,75,48,2.0,3.23,15.0,0.0,0.5,3.71,0.0,,0.3,22.26,1.0,2.75,1.0
T06943,2.0,2021-07-05 14:24:48,2021-07-05 15:39:48,N,1.0,213,127,1.0,11.85,52.5,0.0,0.5,0.0,0.0,,0.3,53.3,1.0,0.0,1.0
T09232,2.0,2021-07-06 18:55:09,2021-07-06 19:04:29,N,1.0,75,238,1.0,1.42,8.0,1.0,0.5,1.0,0.0,,0.3,13.55,1.0,2.75,1.0
T03802,2.0,2021-07-02 23:09:04,2021-07-02 23:13:12,N,1.0,179,179,1.0,0.84,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1.0,0.0,1.0
T08377,2.0,2021-07-06 11:28:31,2021-07-06 11:33:52,N,1.0,75,75,1.0,0.73,5.5,0.0,0.5,1.58,0.0,,0.3,7.88,1.0,0.0,1.0
T06288,2.0,2021-07-04 20:27:57,2021-07-04 20:34:17,N,1.0,75,263,1.0,0.98,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T01280,1.0,2021-07-01 16:50:42,2021-07-01 17:25:58,N,1.0,130,197,1.0,5.2,24.0,1.0,0.5,0.0,0.0,,0.3,25.8,1.0,0.0,2.0
T08633,2.0,2021-07-06 13:45:05,2021-07-06 14:04:54,N,1.0,116,241,1.0,5.56,20.0,0.0,0.5,0.0,0.0,,0.3,20.8,1.0,0.0,2.0
T03823,2.0,2021-07-02 22:52:53,2021-07-02 22:59:53,N,5.0,95,134,1.0,1.38,15.0,0.0,0.0,3.06,0.0,,0.3,18.36,2.0,0.0,1.0
T06261,2.0,2021-07-04 19:22:56,2021-07-04 19:32:19,N,1.0,74,159,1.0,2.57,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T09436,2.0,2021-07-06 20:15:11,2021-07-06 21:00:05,N,1.0,76,215,1.0,9.75,40.0,0.5,0.5,0.0,0.0,,0.3,41.3,1.0,0.0,1.0
T06161,2.0,2021-07-04 18:45:43,2021-07-04 19:08:24,N,1.0,244,140,1.0,7.85,26.0,0.0,0.5,2.0,0.0,,0.3,31.55,1.0,2.75,1.0
T00504,2.0,2021-07-01 10:48:35,2021-07-01 11:02:47,N,1.0,166,244,1.0,4.0,15.0,0.0,0.5,0.0,0.0,,0.3,15.8,1.0,0.0,2.0
T01715,2.0,2021-07-01 20:18:58,2021-07-01 20:28:25,N,1.0,75,263,1.0,1.2,8.0,0.5,0.5,2.41,0.0,,0.3,14.46,1.0,2.75,1.0
T08470,2.0,2021-07-06 12:20:26,2021-07-06 12:33:16,N,1.0,260,82,1.0,1.41,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,2.0
T04407,2.0,2021-07-03 13:44:33,2021-07-03 14:14:41,N,1.0,20,69,1.0,4.76,22.5,0.0,0.5,0.0,0.0,,0.3,23.3,1.0,0.0,1.0
T00819,2.0,2021-07-01 13:45:56,2021-07-01 14:46:06,N,1.0,97,197,1.0,9.3,41.5,0.0,0.5,0.0,0.0,,0.3,42.3,1.0,0.0,1.0
T07860,2.0,2021-07-06 06:06:13,2021-07-06 06:17:57,N,1.0,152,161,1.0,5.53,17.5,0.0,0.5,1.0,0.0,,0.3,22.05,1.0,2.75,1.0
T04375,2.0,2021-07-03 12:17:48,2021-07-03 12:31:54,N,1.0,41,163,1.0,3.57,13.0,0.0,0.5,3.0,0.0,,0.3,19.55,1.0,2.75,1.0
T06952,1.0,2021-07-05 14:25:54,2021-07-05 14:39:44,N,1.0,19,131,1.0,0.0,13.2,0.0,0.5,0.0,0.0,,0.3,14.0,1.0,0.0,1.0
T06968,2.0,2021-07-05 14:31:16,2021-07-05 15:01:10,N,1.0,41,186,1.0,5.65,22.0,0.0,0.5,0.0,0.0,,0.3,25.55,1.0,2.75,2.0
T08369,1.0,2021-07-06 11:07:18,2021-07-06 11:19:49,N,1.0,7,179,2.0,1.9,9.5,0.0,0.5,0.8,0.0,,0.3,11.1,1.0,0.0,1.0
T05697,2.0,2021-07-04 12:10:13,2021-07-04 12:16:23,N,1.0,41,42,5.0,1.17,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T04506,2.0,2021-07-03 14:41:21,2021-07-03 14:50:00,N,1.0,42,151,1.0,2.11,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T00310,2.0,2021-07-01 09:52:01,2021-07-01 10:11:21,N,1.0,42,43,1.0,4.09,16.0,0.0,0.5,0.0,0.0,,0.3,19.55,1.0,2.75,2.0
T06314,2.0,2021-07-04 20:22:41,2021-07-04 20:35:14,N,1.0,82,53,2.0,6.04,18.0,0.5,0.5,0.0,0.0,,0.3,19.3,1.0,0.0,2.0
T09482,1.0,2021-07-06 21:23:54,2021-07-06 21:34:20,N,1.0,95,95,1.0,1.3,8.5,0.5,0.5,1.0,0.0,,0.3,10.8,1.0,0.0,1.0
T09809,1.0,2021-07-07 08:50:23,2021-07-07 09:05:41,N,1.0,75,161,2.0,2.7,12.0,2.75,0.5,3.85,0.0,,0.3,19.4,1.0,2.75,1.0
T05925,2.0,2021-07-04 15:58:26,2021-07-04 16:02:15,N,1.0,41,24,1.0,0.47,4.5,0.0,0.5,1.0,0.0,,0.3,6.3,1.0,0.0,1.0
T03107,2.0,2021-07-02 16:50:14,2021-07-02 16:58:44,N,1.0,75,74,1.0,1.43,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T04397,2.0,2021-07-03 12:31:15,2021-07-03 12:53:04,N,1.0,236,232,1.0,6.67,23.0,0.0,0.5,2.2,0.0,,0.3,28.75,1.0,2.75,1.0
T00313,2.0,2021-07-01 09:12:55,2021-07-01 09:19:22,N,1.0,75,262,1.0,0.98,6.0,0.0,0.5,0.0,0.0,,0.3,9.55,1.0,2.75,2.0
T06100,2.0,2021-07-04 17:39:22,2021-07-04 17:52:55,N,1.0,74,243,1.0,3.57,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T00306,2.0,2021-07-01 09:50:38,2021-07-01 09:55:35,N,1.0,75,42,1.0,1.36,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T06287,2.0,2021-07-04 20:47:50,2021-07-04 20:54:31,N,1.0,75,238,1.0,1.42,7.0,0.5,0.5,2.21,0.0,,0.3,13.26,1.0,2.75,1.0
T05675,2.0,2021-07-04 12:48:53,2021-07-04 13:46:10,N,1.0,168,265,2.0,30.35,83.0,0.0,0.5,0.0,6.55,,0.3,90.35,1.0,0.0,1.0
T08427,1.0,2021-07-06 12:42:20,2021-07-06 13:11:45,N,1.0,92,37,1.0,0.0,24.2,0.0,0.5,0.0,0.0,,0.3,25.0,1.0,0.0,1.0
T08755,2.0,2021-07-06 14:16:34,2021-07-06 14:20:28,N,1.0,41,41,1.0,0.56,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,2.0
T00607,1.0,2021-07-01 11:54:31,2021-07-01 12:45:33,N,1.0,174,144,1.0,0.0,46.2,0.0,0.5,0.0,3.0,,0.3,50.0,1.0,0.0,1.0
T09475,2.0,2021-07-06 21:48:02,2021-07-06 22:02:05,N,1.0,7,145,1.0,2.24,11.0,0.5,0.5,3.0,0.0,,0.3,15.3,1.0,0.0,1.0
T08756,2.0,2021-07-06 14:53:04,2021-07-06 15:01:41,N,1.0,41,152,1.0,0.97,7.0,0.0,0.5,0.08,0.0,,0.3,7.88,1.0,0.0,1.0
T02490,2.0,2021-07-02 11:54:34,2021-07-02 12:01:02,N,1.0,75,74,1.0,1.47,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,1.0
T06674,2.0,2021-07-05 10:39:56,2021-07-05 10:52:26,N,1.0,74,167,1.0,2.77,11.5,0.0,0.5,3.08,0.0,,0.3,15.38,1.0,0.0,1.0
T09019,2.0,2021-07-06 16:26:21,2021-07-06 16:31:02,N,1.0,75,74,1.0,1.37,6.0,1.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0,1.0
T08003,1.0,2021-07-06 08:43:14,2021-07-06 08:45:54,N,1.0,7,7,1.0,0.5,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0,2.0
T01426,2.0,2021-07-01 17:41:54,2021-07-01 18:04:32,N,1.0,196,173,1.0,1.69,14.0,1.0,0.5,0.0,0.0,,0.3,15.8,1.0,0.0,2.0
T02562,2.0,2021-07-02 11:06:15,2021-07-02 11:25:20,N,1.0,97,61,1.0,3.92,15.5,0.0,0.5,3.26,0.0,,0.3,19.56,1.0,0.0,1.0
T01353,2.0,2021-07-01 17:47:53,2021-07-01 17:52:56,N,1.0,75,238,1.0,1.08,6.0,1.0,0.5,3.2,0.0,,0.3,11.0,1.0,0.0,1.0
T01326,2.0,2021-07-01 17:32:06,2021-07-01 17:50:46,N,1.0,169,159,1.0,2.14,13.0,1.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T03122,2.0,2021-07-02 16:34:16,2021-07-02 16:41:18,N,1.0,166,238,1.0,1.58,7.5,1.0,0.5,2.79,0.0,,0.3,12.09,1.0,0.0,1.0
T04486,2.0,2021-07-03 14:42:14,2021-07-03 14:56:59,N,1.0,75,162,1.0,2.45,11.5,0.0,0.5,3.76,0.0,,0.3,18.81,1.0,2.75,1.0
T08435,2.0,2021-07-06 12:32:09,2021-07-06 13:00:09,N,1.0,95,46,1.0,12.38,36.5,0.0,0.5,0.0,6.55,,0.3,43.85,1.0,0.0,1.0
T02677,2.0,2021-07-02 12:22:33,2021-07-02 13:12:26,N,1.0,97,50,1.0,7.17,34.5,0.0,0.5,2.0,0.0,,0.3,40.05,1.0,2.75,1.0
T01049,1.0,2021-07-01 15:43:29,2021-07-01 15:54:28,N,1.0,166,42,1.0,1.3,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T00897,2.0,2021-07-01 14:06:05,2021-07-01 14:19:20,N,1.0,75,141,1.0,1.68,10.5,0.0,0.5,1.4,0.0,,0.3,15.45,1.0,2.75,1.0
T03490,2.0,2021-07-02 19:22:45,2021-07-02 19:29:02,N,1.0,75,238,1.0,1.28,6.5,1.0,0.5,0.0,0.0,,0.3,11.05,1.0,2.75,2.0
T00844,2.0,2021-07-01 13:20:13,2021-07-01 13:20:15,N,5.0,28,264,1.0,0.0,13.0,0.0,0.0,2.66,0.0,,0.3,15.96,2.0,0.0,1.0
T00251,2.0,2021-07-01 08:04:37,2021-07-01 08:10:52,N,1.0,75,236,1.0,1.34,6.5,0.0,0.5,0.0,0.0,,0.3,10.05,1.0,2.75,2.0
T07961,2.0,2021-07-06 08:36:47,2021-07-06 08:48:58,N,1.0,74,43,1.0,2.76,11.0,0.0,0.5,2.91,0.0,,0.3,17.46,1.0,2.75,1.0
T09055,2.0,2021-07-06 16:54:08,2021-07-06 16:55:16,N,1.0,193,193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,2.0
T05276,2.0,2021-07-03 22:37:36,2021-07-03 23:00:20,N,5.0,7,82,1.0,3.51,15.0,0.0,0.0,0.0,0.0,,0.3,15.3,2.0,0.0,2.0
T00056,1.0,2021-07-01 05:24:07,2021-07-01 05:34:16,N,1.0,75,107,1.0,5.0,16.0,3.25,0.5,4.0,0.0,,0.3,24.05,1.0,2.75,1.0
T03137,2.0,2021-07-02 16:04:47,2021-07-02 16:28:14,N,1.0,74,41,1.0,3.03,16.5,1.0,0.5,0.0,0.0,,0.3,18.3,1.0,0.0,1.0
T06167,2.0,2021-07-04 18:32:04,2021-07-04 18:35:14,N,1.0,75,74,1.0,0.78,4.5,0.0,0.5,1.06,0.0,,0.3,6.36,1.0,0.0,1.0
T03469,2.0,2021-07-02 18:34:41,2021-07-02 19:02:57,N,1.0,116,151,1.0,3.59,19.0,1.0,0.5,0.0,0.0,,0.3,20.8,1.0,0.0,2.0
T07079,2.0,2021-07-05 15:43:21,2021-07-05 16:05:31,N,1.0,196,129,1.0,5.91,22.0,0.0,0.5,0.0,0.0,,0.3,22.8,1.0,0.0,2.0
T05802,2.0,2021-07-04 13:51:16,2021-07-04 13:58:02,N,1.0,41,75,1.0,1.24,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T07407,1.0,2021-07-05 18:13:57,2021-07-05 18:17:59,N,1.0,61,17,0.0,1.0,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T00355,2.0,2021-07-01 09:22:19,2021-07-01 09:41:31,N,1.0,74,116,1.0,3.95,17.0,0.0,0.5,3.56,0.0,,0.3,21.36,1.0,0.0,1.0
T08899,1.0,2021-07-06 15:31:50,2021-07-06 15:34:53,N,1.0,166,166,1.0,0.6,4.5,0.0,0.5,3.0,0.0,,0.3,8.3,1.0,0.0,1.0
