ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge
T00029,2.0,2021-07-01 01:58:32,2021-07-01 02:08:59,N,1.0,41,238,1.0,2.58,10.5,0.5,0.5,0.0,0.0,,0.3,14.55,1.0,2.75
T04378,2.0,2021-07-03 12:30:33,2021-07-03 12:30:37,N,1.0,7,7,1.0,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0
T01511,1.0,2021-07-01 18:31:55,2021-07-01 18:59:43,N,1.0,95,191,1.0,5.9,21.5,1.0,0.5,0.0,0.0,,0.3,23.3,1.0,0.0
T06912,2.0,2021-07-05 13:20:09,2021-07-05 13:37:42,N,5.0,69,42,4.0,3.11,15.0,0.0,0.0,0.0,0.0,,0.3,15.3,2.0,0.0
T00569,1.0,2021-07-01 11:57:42,2021-07-01 12:50:03,N,1.0,205,37,1.0,0.0,34.2,0.0,0.5,0.0,0.0,,0.3,35.0,1.0,0.0
T09075,2.0,2021-07-06 17:02:11,2021-07-06 17:19:03,N,1.0,244,166,2.0,2.48,12.5,1.0,0.5,2.86,0.0,,0.3,17.16,1.0,0.0
T01992,2.0,2021-07-02 06:51:36,2021-07-02 07:01:17,N,1.0,75,166,1.0,2.13,9.5,0.5,0.5,2.7,0.0,,0.3,13.5,1.0,0.0
T00987,2.0,2021-07-01 14:10:51,2021-07-01 15:22:17,N,1.0,117,80,1.0,16.69,58.5,0.0,0.5,0.0,2.45,,0.3,61.75,1.0,0.0
T08431,2.0,2021-07-06 12:41:16,2021-07-06 12:49:39,N,1.0,97,97,1.0,1.43,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0
T02964,2.0,2021-07-02 15:28:20,2021-07-02 15:39:32,N,1.0,95,135,6.0,2.09,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0
T02293,2.0,2021-07-02 07:31:19,2021-07-02 07:43:09,N,1.0,75,42,1.0,2.02,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0
T07025,2.0,2021-07-05 15:48:59,2021-07-05 16:05:34,N,1.0,74,244,1.0,3.35,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0
T07877,2.0,2021-07-06 06:46:44,2021-07-06 06:46:56,N,5.0,243,243,1.0,0.04,14.0,0.0,0.0,0.5,0.0,,0.3,14.8,2.0,0.0
T06980,2.0,2021-07-05 14:58:21,2021-07-05 15:08:57,N,1.0,82,173,1.0,0.0,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T04064,1.0,2021-07-03 08:15:02,2021-07-03 08:39:01,N,1.0,69,242,1.0,0.0,24.2,0.0,0.5,0.0,0.0,,0.3,25.0,1.0,0.0
T08531,2.0,2021-07-06 12:02:58,2021-07-06 12:03:12,N,1.0,75,75,2.0,0.01,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0
T08182,2.0,2021-07-06 09:56:16,2021-07-06 10:04:47,N,1.0,74,74,1.0,1.05,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T02047,2.0,2021-07-02 07:55:14,2021-07-02 08:01:22,N,1.0,41,75,6.0,0.95,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T02309,2.0,2021-07-02 09:44:45,2021-07-02 09:53:19,N,1.0,42,166,1.0,1.57,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0
T02227,2.0,2021-07-02 09:25:23,2021-07-02 09:46:13,N,1.0,41,249,1.0,6.58,21.5,0.0,0.5,5.01,0.0,,0.3,30.06,1.0,2.75
T01008,2.0,2021-07-01 14:18:06,2021-07-01 15:10:49,N,1.0,42,137,1.0,7.41,34.0,0.0,0.5,7.51,0.0,,0.3,45.06,1.0,2.75
T04765,2.0,2021-07-03 16:14:08,2021-07-03 16:20:26,N,1.0,75,75,1.0,0.73,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T01649,2.0,2021-07-01 19:29:08,2021-07-01 19:32:19,N,1.0,75,74,6.0,0.83,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T07875,1.0,2021-07-06 06:41:14,2021-07-06 07:00:05,N,1.0,116,237,1.0,5.6,19.0,2.75,0.5,0.0,0.0,,0.3,22.55,1.0,2.75
T04935,2.0,2021-07-03 19:01:54,2021-07-03 19:07:13,N,1.0,168,75,1.0,1.78,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T07227,2.0,2021-07-05 17:32:36,2021-07-05 17:43:30,N,1.0,74,140,2.0,2.86,11.0,0.0,0.5,2.0,0.0,,0.3,16.55,1.0,2.75
T06564,2.0,2021-07-05 07:02:37,2021-07-05 07:07:51,N,1.0,74,41,1.0,1.14,6.0,0.0,0.5,1.7,0.0,,0.3,8.5,1.0,0.0
T09831,2.0,2021-07-07 08:52:55,2021-07-07 08:58:46,N,1.0,41,43,1.0,1.44,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1.0,0.0
T03498,2.0,2021-07-02 19:47:18,2021-07-02 20:03:58,N,1.0,97,261,1.0,3.26,13.5,1.0,0.5,3.61,0.0,,0.3,21.66,1.0,2.75
T00146,1.0,2021-07-01 07:33:24,2021-07-01 07:45:42,N,1.0,74,116,1.0,2.8,11.5,0.0,0.5,2.45,0.0,,0.3,14.75,1.0,0.0
T03223,2.0,2021-07-02 18:01:01,2021-07-02 18:21:01,N,1.0,75,90,1.0,4.32,16.5,1.0,0.5,1.05,0.0,,0.3,22.1,1.0,2.75
T02265,2.0,2021-07-02 09:37:07,2021-07-02 09:51:55,N,1.0,7,42,1.0,4.65,16.5,0.0,0.5,4.77,6.55,,0.3,28.62,1.0,0.0
T06483,2.0,2021-07-05 01:07:48,2021-07-05 01:12:37,N,1.0,75,238,1.0,1.1,6.0,0.5,0.5,1.46,0.0,,0.3,8.76,1.0,0.0
T04275,1.0,2021-07-03 11:16:55,2021-07-03 11:20:12,N,1.0,24,238,1.0,0.7,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0
T09456,2.0,2021-07-06 20:14:48,2021-07-06 20:19:35,N,1.0,43,238,1.0,1.52,6.5,0.5,0.5,1.08,0.0,,0.3,11.63,1.0,2.75
T01574,2.0,2021-07-01 18:39:58,2021-07-01 18:51:58,N,1.0,69,47,1.0,1.73,9.0,1.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0
T01025,2.0,2021-07-01 14:13:07,2021-07-01 14:29:56,N,1.0,244,143,1.0,5.5,19.0,0.0,0.5,4.51,0.0,,0.3,27.06,1.0,2.75
T08527,2.0,2021-07-06 13:17:21,2021-07-06 14:04:53,N,1.0,127,148,1.0,16.2,50.0,0.0,0.5,0.0,6.55,,0.3,57.35,1.0,0.0
T04874,1.0,2021-07-03 17:13:25,2021-07-03 17:29:52,N,1.0,65,89,1.0,3.0,13.5,0.0,0.5,2.85,0.0,,0.3,17.15,1.0,0.0
T00875,1.0,2021-07-01 13:40:34,2021-07-01 13:40:40,N,1.0,74,74,1.0,0.8,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0
T00741,2.0,2021-07-01 12:28:55,2021-07-01 12:45:40,N,1.0,181,62,1.0,1.35,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,1.0,0.0
T04825,2.0,2021-07-03 17:45:36,2021-07-03 18:07:11,N,1.0,166,159,1.0,2.97,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0
T08100,2.0,2021-07-06 09:30:01,2021-07-06 09:47:18,N,1.0,74,237,1.0,3.27,14.5,0.0,0.5,0.0,0.0,,0.3,18.05,1.0,2.75
T06843,2.0,2021-07-05 13:56:27,2021-07-05 14:14:35,N,1.0,74,238,1.0,2.6,14.0,0.0,0.5,3.51,0.0,,0.3,21.06,1.0,2.75
T03660,2.0,2021-07-02 20:06:29,2021-07-02 20:13:50,N,1.0,65,33,1.0,0.75,6.5,0.5,0.5,1.56,0.0,,0.3,9.36,1.0,0.0
T03132,2.0,2021-07-02 16:29:50,2021-07-02 16:44:10,N,1.0,130,218,1.0,2.89,12.0,1.0,0.5,0.0,0.0,,0.3,13.8,1.0,0.0
T07177,2.0,2021-07-05 16:26:33,2021-07-05 16:43:03,N,1.0,196,173,1.0,1.31,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0
T08670,2.0,2021-07-06 14:39:08,2021-07-06 15:04:36,N,1.0,129,82,1.0,2.46,16.5,0.0,0.5,0.0,0.0,,0.3,17.3,1.0,0.0
T08736,2.0,2021-07-06 14:59:08,2021-07-06 15:10:11,N,1.0,74,75,1.0,1.84,9.5,0.0,0.5,2.58,0.0,,0.3,12.88,1.0,0.0
T04119,2.0,2021-07-03 09:50:18,2021-07-03 09:59:45,N,1.0,41,24,1.0,1.56,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T01922,2.0,2021-07-02 00:05:04,2021-07-02 00:17:11,N,1.0,244,262,1.0,6.58,19.0,0.5,0.5,1.0,0.0,,0.3,24.05,1.0,2.75
T06866,1.0,2021-07-05 13:06:46,2021-07-05 13:26:06,N,1.0,75,94,1.0,0.0,18.2,0.0,0.5,0.0,0.0,,0.3,19.0,1.0,0.0
T06555,2.0,2021-07-05 07:54:48,2021-07-05 08:13:41,N,1.0,243,151,1.0,5.1,18.0,0.0,0.5,0.89,0.0,,0.3,19.69,1.0,0.0
T03626,1.0,2021-07-02 20:15:39,2021-07-02 20:32:46,N,1.0,75,237,1.0,2.3,13.0,3.25,0.5,4.25,0.0,,0.3,21.3,1.0,2.75
T05442,2.0,2021-07-04 06:14:08,2021-07-04 06:25:48,N,1.0,42,236,1.0,3.11,12.0,0.0,0.5,0.0,0.0,,0.3,15.55,1.0,2.75
T05668,2.0,2021-07-04 12:23:14,2021-07-04 12:24:58,N,1.0,75,151,1.0,0.79,4.0,0.0,0.5,0.96,0.0,,0.3,5.76,1.0,0.0
T09339,2.0,2021-07-06 18:30:24,2021-07-06 18:31:11,N,1.0,193,193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
T01949,2.0,2021-07-02 02:45:56,2021-07-02 02:55:22,N,1.0,74,42,1.0,1.4,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T07115,2.0,2021-07-05 16:59:19,2021-07-05 17:13:21,N,1.0,74,239,2.0,3.16,13.0,0.0,0.5,0.0,0.0,,0.3,16.55,1.0,2.75
T03799,2.0,2021-07-02 22:36:34,2021-07-02 22:56:55,N,1.0,244,167,1.0,3.13,15.0,0.5,0.5,0.0,0.0,,0.3,16.3,1.0,0.0
T08612,2.0,2021-07-06 13:30:22,2021-07-06 13:37:18,N,1.0,196,82,2.0,0.93,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T06341,2.0,2021-07-04 21:30:24,2021-07-04 21:46:46,N,1.0,74,48,1.0,4.25,15.0,0.5,0.5,3.81,0.0,,0.3,22.86,1.0,2.75
T03601,2.0,2021-07-02 19:33:03,2021-07-02 19:35:35,N,1.0,75,74,1.0,0.77,4.5,1.0,0.5,1.26,0.0,,0.3,7.56,1.0,0.0
T00186,2.0,2021-07-01 08:43:18,2021-07-01 08:56:30,N,1.0,74,159,1.0,2.36,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0
T08380,2.0,2021-07-06 11:31:52,2021-07-06 11:37:01,N,1.0,43,236,2.0,0.78,5.5,0.0,0.5,1.0,0.0,,0.3,10.05,1.0,2.75
T05280,2.0,2021-07-03 22:14:24,2021-07-03 22:20:57,N,1.0,260,7,1.0,1.11,6.5,0.5,0.5,1.56,0.0,,0.3,9.36,1.0,0.0
T02480,2.0,2021-07-02 09:55:25,2021-07-02 10:06:14,N,1.0,7,7,1.0,1.53,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T02841,2.0,2021-07-02 14:18:05,2021-07-02 14:26:31,N,1.0,260,7,1.0,1.52,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T06322,2.0,2021-07-04 20:33:35,2021-07-04 20:36:38,N,1.0,42,42,1.0,0.69,4.5,0.5,0.5,5.0,0.0,,0.3,10.8,1.0,0.0
T07768,2.0,2021-07-05 23:56:26,2021-07-06 00:16:39,N,1.0,198,79,1.0,5.04,18.5,0.5,0.5,5.64,0.0,,0.3,28.19,1.0,2.75
T03270,1.0,2021-07-02 17:04:55,2021-07-02 17:55:55,N,1.0,65,76,2.0,6.7,33.5,1.0,0.5,0.0,0.0,,0.3,35.3,1.0,0.0
T04067,2.0,2021-07-03 09:55:12,2021-07-03 10:10:35,N,1.0,166,237,1.0,3.18,13.5,0.0,0.5,3.41,0.0,,0.3,20.46,1.0,2.75
T02329,2.0,2021-07-02 09:34:35,2021-07-02 09:54:13,N,1.0,75,238,1.0,2.12,13.0,0.0,0.5,3.31,0.0,,0.3,19.86,1.0,2.75
T00214,2.0,2021-07-01 08:48:42,2021-07-01 09:01:31,N,1.0,166,236,1.0,2.39,11.0,0.0,0.5,2.36,0.0,,0.3,14.16,1.0,0.0
T06028,2.0,2021-07-04 16:14:48,2021-07-04 16:31:00,N,1.0,42,151,1.0,2.72,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,1.0,0.0
T00936,2.0,2021-07-01 14:51:20,2021-07-01 14:57:20,N,1.0,95,134,2.0,1.13,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T07569,2.0,2021-07-05 19:57:47,2021-07-05 20:02:04,N,1.0,74,263,1.0,1.33,6.0,0.5,0.5,2.01,0.0,,0.3,12.06,1.0,2.75
T02022,2.0,2021-07-02 06:21:02,2021-07-02 06:28:09,N,1.0,74,236,1.0,1.81,8.0,0.0,0.5,2.2,0.0,,0.3,11.0,1.0,0.0
T04411,2.0,2021-07-03 13:10:27,2021-07-03 13:29:44,N,1.0,75,170,5.0,3.55,15.0,0.0,0.5,3.71,0.0,,0.3,22.26,1.0,2.75
T04323,2.0,2021-07-03 13:00:14,2021-07-03 13:35:40,N,1.0,219,213,1.0,16.77,46.5,0.0,0.5,0.0,6.55,,0.3,53.85,1.0,0.0
T09125,2.0,2021-07-06 17:29:26,2021-07-06 17:53:46,N,1.0,97,138,1.0,10.44,30.5,1.0,0.5,0.0,0.0,,0.3,32.3,1.0,0.0
T04396,2.0,2021-07-03 12:42:12,2021-07-03 12:47:21,N,1.0,43,43,1.0,1.18,6.0,0.0,0.5,0.0,0.0,,0.3,9.55,1.0,2.75
T06333,2.0,2021-07-04 20:26:28,2021-07-04 20:27:01,N,5.0,198,198,1.0,0.0,20.0,0.0,0.0,0.2,0.0,,0.3,20.5,2.0,0.0
T05540,2.0,2021-07-04 09:20:29,2021-07-04 09:26:40,N,1.0,116,166,6.0,1.49,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T05396,2.0,2021-07-04 02:01:36,2021-07-04 02:19:40,N,1.0,212,213,2.0,2.69,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,1.0,0.0
T09554,2.0,2021-07-06 22:30:55,2021-07-06 22:45:50,N,1.0,244,41,1.0,2.86,12.5,0.5,0.5,0.0,0.0,,0.3,13.8,1.0,0.0
T02608,2.0,2021-07-02 11:55:15,2021-07-02 12:46:32,N,1.0,115,233,3.0,18.61,55.0,0.0,0.5,0.0,13.1,,0.3,68.9,1.0,0.0
T00016,2.0,2021-07-01 00:12:26,2021-07-01 00:12:29,N,5.0,129,264,1.0,0.0,7.0,0.0,0.0,2.19,0.0,,0.3,9.49,2.0,0.0
T06689,1.0,2021-07-05 10:24:46,2021-07-05 10:36:43,N,1.0,74,166,1.0,2.0,10.0,0.0,0.5,2.0,0.0,,0.3,12.8,1.0,0.0
T04838,2.0,2021-07-03 17:56:11,2021-07-03 17:58:08,N,1.0,74,75,1.0,0.78,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0
T05743,2.0,2021-07-04 13:38:24,2021-07-04 13:52:58,N,1.0,74,74,1.0,4.66,16.0,0.0,0.5,0.05,0.0,,0.3,16.85,1.0,0.0
T00002,2.0,2021-07-01 00:25:36,2021-07-01 01:01:31,N,1.0,116,265,2.0,13.69,42.0,0.5,0.5,0.0,0.0,,0.3,43.3,1.0,0.0
T07053,1.0,2021-07-05 15:11:27,2021-07-05 15:25:18,N,1.0,42,24,1.0,2.0,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0
T07065,2.0,2021-07-05 14:46:42,2021-07-05 14:58:17,N,1.0,74,24,1.0,1.99,10.0,0.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0
T09233,2.0,2021-07-06 18:47:35,2021-07-06 18:59:44,N,1.0,82,129,1.0,1.4,9.0,1.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0
T05833,2.0,2021-07-04 14:25:13,2021-07-04 14:48:32,N,1.0,41,75,1.0,0.01,2.5,0.0,0.5,0.0,0.0,,0.3,6.05,1.0,2.75
T04369,2.0,2021-07-03 11:57:44,2021-07-03 11:58:02,N,1.0,42,42,1.0,0.02,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0
T02033,2.0,2021-07-02 06:56:26,2021-07-02 07:17:08,N,1.0,41,138,1.0,7.72,23.0,0.0,0.5,6.07,6.55,,0.3,36.42,1.0,0.0
T07015,2.0,2021-07-05 15:05:18,2021-07-05 15:06:27,N,1.0,193,193,1.0,0.0,3.0,0.0,0.5,0.76,0.0,,0.3,4.56,1.0,0.0
T03383,2.0,2021-07-02 18:57:44,2021-07-02 19:15:58,N,1.0,42,244,1.0,2.45,12.5,1.0,0.5,0.0,0.0,,0.3,14.3,1.0,0.0
T03594,2.0,2021-07-02 19:44:11,2021-07-02 19:53:54,N,1.0,41,74,1.0,1.29,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T07614,2.0,2021-07-05 19:42:47,2021-07-05 19:51:00,N,1.0,226,82,1.0,2.25,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,1.0,0.0
T09917,2.0,2021-07-07 09:02:17,2021-07-07 09:19:16,N,1.0,130,121,1.0,2.96,14.0,0.0,0.5,3.7,0.0,,0.3,18.5,1.0,0.0
T06872,2.0,2021-07-05 13:59:26,2021-07-05 14:21:34,N,1.0,74,202,1.0,6.66,22.0,0.0,0.5,10.0,0.0,,0.3,35.55,1.0,2.75
T08293,2.0,2021-07-06 10:20:50,2021-07-06 10:55:42,N,1.0,74,234,1.0,5.06,21.5,0.0,0.5,0.0,0.0,,0.3,25.05,1.0,2.75
T09898,2.0,2021-07-07 09:05:46,2021-07-07 09:33:01,N,1.0,116,164,1.0,6.45,25.0,0.0,0.5,5.0,0.0,,0.3,33.55,1.0,2.75
T06902,2.0,2021-07-05 13:38:38,2021-07-05 14:00:41,N,1.0,74,255,1.0,10.39,30.0,0.0,0.5,4.5,6.55,,0.3,41.85,1.0,0.0
T05321,1.0,2021-07-04 00:13:00,2021-07-04 00:19:44,N,1.0,74,41,1.0,1.0,6.5,0.5,0.5,2.0,0.0,,0.3,9.8,1.0,0.0
T08465,2.0,2021-07-06 12:43:59,2021-07-06 13:13:22,N,1.0,42,58,1.0,10.68,32.0,0.0,0.5,0.0,0.0,,0.3,32.8,1.0,0.0
T04613,1.0,2021-07-03 15:13:50,2021-07-03 15:18:41,N,1.0,52,33,1.0,0.6,5.0,0.0,0.5,1.7,0.0,,0.3,7.5,1.0,0.0
T09624,2.0,2021-07-07 01:51:46,2021-07-07 01:51:48,N,5.0,177,264,1.0,0.0,12.0,0.0,0.0,1.11,0.0,,0.3,13.41,2.0,0.0
T07231,2.0,2021-07-05 17:30:56,2021-07-05 17:31:06,N,1.0,193,193,1.0,0.0,-2.5,0.0,-0.5,-1.01,0.0,,-0.3,-4.31,1.0,0.0
T01392,2.0,2021-07-01 17:06:15,2021-07-01 17:43:43,N,1.0,65,75,1.0,9.25,31.0,1.0,0.5,0.0,0.0,,0.3,35.55,1.0,2.75
T05384,2.0,2021-07-04 02:36:57,2021-07-04 02:46:31,N,1.0,41,74,1.0,1.67,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T00962,2.0,2021-07-01 14:23:07,2021-07-01 14:23:17,N,1.0,74,74,1.0,0.01,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0
T08053,1.0,2021-07-06 08:40:42,2021-07-06 09:12:21,N,1.0,185,28,1.0,0.0,35.2,0.0,0.5,0.0,6.55,,0.3,42.55,1.0,0.0
T08898,2.0,2021-07-06 15:49:55,2021-07-06 16:00:49,N,1.0,74,236,1.0,1.81,9.0,0.0,0.5,0.0,0.0,,0.3,12.55,1.0,2.75
T03279,2.0,2021-07-02 17:12:35,2021-07-02 18:02:28,N,1.0,265,205,1.0,5.12,32.0,1.0,0.5,0.0,6.55,,0.3,40.35,1.0,0.0
T05082,2.0,2021-07-03 19:56:16,2021-07-03 20:45:56,N,1.0,213,76,1.0,18.58,57.5,0.0,0.5,0.0,6.55,,0.3,64.85,1.0,0.0
T05179,2.0,2021-07-03 20:47:53,2021-07-03 21:06:55,N,1.0,75,69,1.0,3.48,14.5,0.5,0.5,0.0,0.0,,0.3,15.8,1.0,0.0
T00449,2.0,2021-07-01 10:21:08,2021-07-01 10:32:46,N,1.0,166,236,1.0,2.43,10.5,0.0,0.5,0.0,0.0,,0.3,14.05,1.0,2.75
T02162,2.0,2021-07-02 08:15:23,2021-07-02 08:26:49,N,1.0,74,236,6.0,1.84,9.0,0.0,0.5,0.0,0.0,,0.3,12.55,1.0,2.75
T07716,2.0,2021-07-05 22:05:01,2021-07-05 22:49:11,N,1.0,235,213,1.0,8.75,32.5,0.5,0.5,0.0,0.0,,0.3,33.8,1.0,0.0
T05891,2.0,2021-07-04 15:27:34,2021-07-04 16:27:47,N,1.0,42,86,2.0,22.76,65.5,0.0,0.5,0.0,6.55,,0.3,72.85,1.0,0.0
T02139,2.0,2021-07-02 08:42:17,2021-07-02 09:08:45,N,1.0,7,45,1.0,8.42,26.5,0.0,0.5,7.51,0.0,,0.3,37.56,1.0,2.75
T02039,2.0,2021-07-02 07:28:01,2021-07-02 07:34:58,N,1.0,42,168,1.0,1.22,7.0,0.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0
T01028,2.0,2021-07-01 14:10:21,2021-07-01 14:20:39,N,1.0,41,166,1.0,1.35,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T08502,1.0,2021-07-06 12:54:39,2021-07-06 13:01:32,N,1.0,74,75,1.0,1.1,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T08090,1.0,2021-07-06 09:12:06,2021-07-06 09:21:29,N,1.0,116,244,1.0,1.4,8.5,0.0,0.5,2.3,0.0,,0.3,11.6,1.0,0.0
T09462,2.0,2021-07-06 20:15:35,2021-07-06 20:23:03,N,1.0,74,41,1.0,1.04,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T03373,1.0,2021-07-02 18:42:53,2021-07-02 18:48:43,N,1.0,75,74,1.0,1.3,6.5,1.0,0.5,1.65,0.0,,0.3,9.95,1.0,0.0
T08560,2.0,2021-07-06 13:16:36,2021-07-06 13:21:41,N,1.0,41,41,2.0,0.9,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0
T03082,2.0,2021-07-02 16:51:05,2021-07-02 16:51:36,N,1.0,43,75,1.0,0.1,2.5,0.0,0.5,1.4,0.0,,0.3,4.7,1.0,0.0
T09156,2.0,2021-07-06 17:38:37,2021-07-06 19:02:01,N,1.0,75,55,1.0,22.29,76.5,1.0,0.5,0.0,6.55,,0.3,84.85,1.0,0.0
T02510,1.0,2021-07-02 11:47:41,2021-07-02 11:54:01,N,1.0,75,74,1.0,1.2,6.0,0.0,0.5,1.35,0.0,,0.3,8.15,1.0,0.0
T00886,2.0,2021-07-01 13:07:16,2021-07-01 13:11:58,N,1.0,41,42,1.0,0.69,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0
T01493,2.0,2021-07-01 18:17:41,2021-07-01 18:28:28,N,1.0,130,197,1.0,1.65,9.0,1.0,0.5,2.0,0.0,,0.3,12.8,1.0,0.0
T04548,2.0,2021-07-03 14:34:29,2021-07-03 14:45:12,N,1.0,24,43,1.0,2.15,9.5,0.0,0.5,2.61,0.0,,0.3,15.66,1.0,2.75
T08325,2.0,2021-07-06 11:25:12,2021-07-06 11:37:56,N,1.0,74,151,1.0,2.18,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0
T03124,2.0,2021-07-02 16:28:01,2021-07-02 16:36:18,N,1.0,75,263,1.0,1.71,8.0,1.0,0.5,2.51,0.0,,0.3,15.06,1.0,2.75
T05599,2.0,2021-07-04 11:43:03,2021-07-04 11:50:28,N,1.0,260,129,1.0,1.42,6.5,0.0,0.5,2.19,0.0,,0.3,9.49,1.0,0.0
T07154,2.0,2021-07-05 16:33:38,2021-07-05 16:53:02,N,1.0,189,66,6.0,2.48,14.0,0.0,0.5,2.96,0.0,,0.3,17.76,1.0,0.0
T05667,2.0,2021-07-04 11:18:34,2021-07-04 11:48:03,N,1.0,223,158,1.0,10.79,34.0,0.0,0.5,0.0,6.55,,0.3,44.1,1.0,2.75
T08050,1.0,2021-07-06 08:56:08,2021-07-06 09:43:20,N,2.0,166,132,1.0,19.0,52.0,0.0,0.5,5.45,6.55,,0.3,64.8,1.0,0.0
T01262,2.0,2021-07-01 16:17:51,2021-07-01 16:22:15,N,5.0,41,74,1.0,0.7,10.0,0.0,0.0,2.06,0.0,,0.3,12.36,2.0,0.0
T03310,1.0,2021-07-02 17:22:22,2021-07-02 17:54:47,N,1.0,61,165,1.0,0.0,16.2,0.0,0.5,0.0,0.0,,0.3,17.0,1.0,0.0
T00178,2.0,2021-07-01 07:21:27,2021-07-01 07:28:26,N,1.0,74,74,1.0,1.01,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T05037,2.0,2021-07-03 19:22:54,2021-07-03 19:37:14,N,1.0,152,41,1.0,1.87,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0
T07401,2.0,2021-07-05 18:29:49,2021-07-05 18:52:33,N,1.0,97,113,1.0,4.64,18.5,0.0,0.5,6.62,0.0,,0.3,28.67,1.0,2.75
T07383,2.0,2021-07-05 18:08:36,2021-07-05 18:19:26,N,1.0,74,223,1.0,4.23,14.0,1.0,0.5,4.47,6.55,,0.3,26.82,1.0,0.0
T02452,2.0,2021-07-02 10:16:58,2021-07-02 10:36:12,N,1.0,41,138,1.0,7.81,25.0,0.0,0.5,0.0,6.55,,0.3,32.35,1.0,0.0
T08661,1.0,2021-07-06 14:47:05,2021-07-06 14:58:26,N,1.0,181,25,1.0,1.6,9.0,0.0,0.5,1.95,0.0,,0.3,11.75,1.0,0.0
T03849,2.0,2021-07-02 23:24:10,2021-07-02 23:35:20,N,1.0,74,151,1.0,2.32,10.0,0.5,0.5,2.82,0.0,,0.3,14.12,1.0,0.0
T01958,2.0,2021-07-02 02:08:29,2021-07-02 02:20:30,N,5.0,42,168,1.0,3.16,15.0,0.0,0.0,0.0,0.0,,0.3,15.3,2.0,0.0
T08187,2.0,2021-07-06 10:52:25,2021-07-06 11:13:29,N,1.0,75,143,1.0,2.66,15.0,0.0,0.5,0.0,0.0,,0.3,18.55,1.0,2.75
