ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge,payment_type
T07277,1.0,2021-07-05 17:11:16,2021-07-05 17:54:13,N,1.0,264,264,1.0,34.2,0.0,0.5,0.0,0.0,,0.3,35.0,1.0,0.0,1.0
T06700,1.0,2021-07-05 10:59:18,2021-07-05 11:16:29,N,1.0,17,181,1.0,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T03471,1.0,2021-07-02 18:36:52,2021-07-02 18:46:49,N,1.0,66,25,1.0,8.5,1.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0,2.0
T04106,2.0,2021-07-03 10:05:57,2021-07-03 10:34:34,N,1.0,226,41,1.0,31.5,0.0,0.5,0.0,6.55,,0.3,38.85,1.0,0.0,1.0
T08729,2.0,2021-07-06 14:23:13,2021-07-06 14:33:21,N,1.0,168,74,1.0,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T08963,2.0,2021-07-06 16:32:58,2021-07-06 17:15:25,N,1.0,97,229,1.0,36.0,1.0,0.5,12.16,0.0,,0.3,52.71,1.0,2.75,1.0
T01468,2.0,2021-07-01 18:04:48,2021-07-01 18:25:13,N,1.0,236,164,1.0,15.0,1.0,0.5,2.93,0.0,,0.3,22.48,1.0,2.75,1.0
T00106,2.0,2021-07-01 06:17:41,2021-07-01 06:29:17,N,1.0,74,116,1.0,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,2.0
T04343,2.0,2021-07-03 12:44:55,2021-07-03 12:59:57,N,1.0,74,116,5.0,11.0,0.0,0.5,1.88,0.0,,0.3,13.68,1.0,0.0,1.0
T07031,2.0,2021-07-05 15:59:33,2021-07-05 16:09:46,N,1.0,74,75,1.0,8.5,0.0,0.5,1.7,0.0,,0.3,11.0,1.0,0.0,1.0
T05098,2.0,2021-07-03 19:30:37,2021-07-03 19:41:02,N,1.0,74,116,1.0,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T04271,2.0,2021-07-03 11:24:17,2021-07-03 11:33:03,N,1.0,97,231,1.0,10.5,0.0,0.5,0.0,0.0,,0.3,14.05,1.0,2.75,1.0
T08497,2.0,2021-07-06 12:17:27,2021-07-06 12:23:01,N,1.0,43,236,1.0,5.5,0.0,0.5,1.81,0.0,,0.3,10.86,1.0,2.75,1.0
T06662,2.0,2021-07-05 10:28:33,2021-07-05 10:32:07,N,1.0,42,247,1.0,4.5,0.0,0.5,1.06,0.0,,0.3,6.36,1.0,0.0,1.0
T03663,2.0,2021-07-02 20:35:06,2021-07-02 20:43:01,N,1.0,97,49,1.0,7.0,0.5,0.5,1.0,0.0,,0.3,9.3,1.0,0.0,1.0
T08580,2.0,2021-07-06 13:32:09,2021-07-06 13:55:13,N,1.0,33,61,1.0,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0,2.0
T01053,2.0,2021-07-01 15:39:38,2021-07-01 16:03:08,N,1.0,74,42,1.0,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0,2.0
T07709,2.0,2021-07-05 22:33:36,2021-07-05 22:54:48,N,1.0,93,107,1.0,31.0,0.5,0.5,5.0,6.55,,0.3,46.6,1.0,2.75,1.0
T08161,2.0,2021-07-06 09:54:00,2021-07-06 10:06:11,N,1.0,41,119,1.0,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0,2.0
T05852,1.0,2021-07-04 14:12:59,2021-07-04 15:57:48,N,5.0,95,57,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0
T01174,2.0,2021-07-01 16:50:15,2021-07-01 17:09:58,N,1.0,75,162,1.0,15.0,1.0,0.5,3.91,0.0,,0.3,23.46,1.0,2.75,1.0
T05823,2.0,2021-07-04 14:57:10,2021-07-04 15:20:57,N,1.0,65,246,1.0,20.0,0.0,0.5,0.0,0.0,,0.3,23.55,1.0,2.75,2.0
T08111,2.0,2021-07-06 08:00:03,2021-07-07 07:09:09,N,1.0,74,152,1.0,8.0,0.0,0.5,1.76,0.0,,0.3,10.56,1.0,0.0,1.0
T01371,2.0,2021-07-01 17:31:04,2021-07-01 17:54:26,N,1.0,74,143,2.0,18.0,1.0,0.5,5.64,0.0,,0.3,28.19,1.0,2.75,1.0
T06396,2.0,2021-07-04 22:37:13,2021-07-04 22:49:59,N,1.0,83,173,1.0,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,2.0
T07780,2.0,2021-07-06 00:15:30,2021-07-06 00:22:18,N,1.0,74,42,1.0,7.5,0.5,0.5,2.2,0.0,,0.3,11.0,1.0,0.0,1.0
T09001,2.0,2021-07-06 16:29:13,2021-07-06 16:42:10,N,1.0,75,152,6.0,11.5,1.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0,2.0
T06258,2.0,2021-07-04 19:08:23,2021-07-04 19:12:31,N,1.0,75,74,1.0,5.5,0.0,0.5,3.0,0.0,,0.3,9.3,1.0,0.0,1.0
T05760,2.0,2021-07-04 13:02:46,2021-07-04 13:12:22,N,1.0,43,239,5.0,9.0,0.0,0.5,2.51,0.0,,0.3,15.06,1.0,2.75,1.0
T03755,2.0,2021-07-02 21:34:17,2021-07-02 21:40:35,N,1.0,41,41,1.0,6.0,0.5,0.5,1.82,0.0,,0.3,9.12,1.0,0.0,1.0
T01639,1.0,2021-07-01 19:42:25,2021-07-01 20:17:45,N,5.0,196,263,3.0,40.0,0.0,0.0,0.0,0.0,,0.0,40.0,2.0,0.0,2.0
T09994,2.0,2021-07-07 09:52:33,2021-07-07 10:27:03,N,1.0,82,82,1.0,25.5,0.0,0.5,0.0,0.0,,0.3,26.3,1.0,0.0,2.0
T00662,2.0,2021-07-01 11:38:09,2021-07-01 11:59:51,N,1.0,24,168,1.0,16.0,0.0,0.5,0.0,0.0,,0.3,16.8,1.0,0.0,2.0
T04468,2.0,2021-07-03 13:36:43,2021-07-03 13:50:34,N,1.0,74,116,1.0,12.0,0.0,0.5,2.56,0.0,,0.3,15.36,1.0,0.0,1.0
T08261,1.0,2021-07-06 10:39:59,2021-07-06 11:37:57,N,1.0,188,159,1.0,36.2,0.0,0.5,0.0,6.55,,0.3,43.55,1.0,0.0,1.0
T07417,2.0,2021-07-05 18:29:22,2021-07-05 18:38:43,N,1.0,42,42,1.0,8.0,0.0,0.5,1.76,0.0,,0.3,10.56,1.0,0.0,1.0
T02454,1.0,2021-07-02 10:34:51,2021-07-02 10:53:32,N,1.0,196,63,1.0,16.2,0.0,0.5,0.0,0.0,,0.3,17.0,1.0,0.0,1.0
T02053,1.0,2021-07-02 07:59:36,2021-07-02 08:19:01,N,1.0,119,143,1.0,22.2,0.0,0.5,0.0,0.0,,0.3,23.0,1.0,0.0,1.0
T06881,2.0,2021-07-05 13:43:08,2021-07-05 13:50:22,N,1.0,65,66,1.0,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0,1.0
T09628,2.0,2021-07-07 01:51:13,2021-07-07 02:05:03,N,1.0,127,126,1.0,20.0,0.5,0.5,0.0,0.0,,0.3,21.3,1.0,0.0,2.0
T04519,1.0,2021-07-03 14:39:16,2021-07-03 14:49:51,N,1.0,65,181,1.0,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T02782,2.0,2021-07-02 13:29:12,2021-07-02 14:29:58,N,1.0,181,100,1.0,40.5,0.0,0.5,10.0,0.0,,0.3,54.05,1.0,2.75,1.0
T02051,2.0,2021-07-02 07:17:08,2021-07-02 07:49:45,N,1.0,215,86,1.0,32.5,0.0,0.5,0.0,0.0,,0.3,33.3,1.0,0.0,2.0
T06010,2.0,2021-07-04 16:44:06,2021-07-04 16:49:21,N,1.0,82,83,1.0,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T09686,2.0,2021-07-07 06:23:40,2021-07-07 07:12:17,N,1.0,191,197,1.0,34.5,0.0,0.5,0.0,0.0,,0.3,35.3,1.0,0.0,1.0
T03826,2.0,2021-07-02 23:21:01,2021-07-02 23:33:56,N,1.0,82,134,1.0,12.5,0.5,0.5,2.76,0.0,,0.3,16.56,1.0,0.0,1.0
T00866,2.0,2021-07-01 13:31:05,2021-07-01 13:37:14,N,1.0,74,74,1.0,6.0,0.0,0.5,2.0,0.0,,0.3,8.8,1.0,0.0,1.0
T07698,2.0,2021-07-05 21:10:59,2021-07-05 21:27:17,N,1.0,74,230,1.0,15.0,0.5,0.5,0.0,0.0,,0.3,19.05,1.0,2.75,2.0
T01122,1.0,2021-07-01 15:31:35,2021-07-01 15:40:36,N,1.0,42,166,1.0,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0,2.0
T06407,2.0,2021-07-04 22:21:39,2021-07-04 22:29:02,N,1.0,75,236,5.0,7.0,0.5,0.5,3.32,0.0,,0.3,14.37,1.0,2.75,1.0
T07741,2.0,2021-07-05 22:52:16,2021-07-05 23:07:28,N,1.0,127,127,1.0,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,2.0
T08449,2.0,2021-07-06 12:55:29,2021-07-06 13:00:17,N,1.0,75,74,1.0,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T00443,2.0,2021-07-01 10:29:12,2021-07-01 10:34:12,N,1.0,41,42,1.0,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,1.0
T09098,2.0,2021-07-06 17:43:29,2021-07-06 17:51:51,N,1.0,75,239,1.0,9.0,1.0,0.5,2.71,0.0,,0.3,16.26,1.0,2.75,1.0
T00577,2.0,2021-07-01 11:20:51,2021-07-01 11:55:39,N,1.0,74,262,1.0,2.5,0.0,0.5,0.0,0.0,,0.3,6.05,1.0,2.75,2.0
T04129,2.0,2021-07-03 10:46:35,2021-07-03 10:46:56,N,1.0,193,193,3.0,2.5,0.0,0.5,0.01,0.0,,0.3,3.31,1.0,0.0,1.0
T05840,2.0,2021-07-04 14:21:30,2021-07-04 14:32:15,N,1.0,20,136,1.0,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,0.0,1.0
T00342,2.0,2021-07-01 09:37:10,2021-07-01 09:55:04,N,1.0,74,119,1.0,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T09503,2.0,2021-07-06 21:15:50,2021-07-06 21:19:40,N,1.0,75,74,1.0,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T02775,1.0,2021-07-02 13:29:58,2021-07-02 14:15:47,N,1.0,210,170,1.0,42.2,0.0,0.5,0.0,0.0,,0.3,43.0,1.0,0.0,1.0
T03816,2.0,2021-07-02 22:24:07,2021-07-02 22:24:34,N,5.0,157,157,2.0,18.0,0.0,0.0,0.0,0.0,,0.3,18.3,2.0,0.0,2.0
T05661,1.0,2021-07-04 11:26:43,2021-07-04 11:38:21,N,1.0,42,169,1.0,10.2,0.0,0.5,0.0,0.0,,0.3,11.0,1.0,0.0,1.0
T08630,2.0,2021-07-06 13:35:09,2021-07-06 13:36:03,N,1.0,193,193,1.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,1.0
T06644,2.0,2021-07-05 09:34:39,2021-07-05 10:04:01,N,1.0,7,238,1.0,23.5,0.0,0.5,0.0,0.0,,0.3,27.05,1.0,2.75,2.0
T02950,2.0,2021-07-02 15:46:47,2021-07-02 16:01:38,N,1.0,127,42,1.0,15.5,0.0,0.5,4.08,0.0,,0.3,20.38,1.0,0.0,1.0
T08128,2.0,2021-07-06 09:02:26,2021-07-06 09:18:29,N,1.0,130,121,1.0,13.0,0.0,0.5,3.45,0.0,,0.3,17.25,1.0,0.0,1.0
T01157,1.0,2021-07-01 15:32:29,2021-07-01 15:35:10,N,1.0,75,75,1.0,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0,2.0
T04388,2.0,2021-07-03 12:20:26,2021-07-03 12:25:32,N,1.0,42,42,1.0,5.5,0.0,0.5,1.7,0.0,,0.3,8.0,1.0,0.0,1.0
T07251,2.0,2021-07-05 17:10:52,2021-07-05 17:25:41,N,1.0,244,142,1.0,18.0,1.0,0.5,0.0,0.0,,0.3,22.55,1.0,2.75,2.0
T03923,2.0,2021-07-03 02:59:12,2021-07-03 03:03:47,N,1.0,75,74,1.0,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T04774,2.0,2021-07-03 16:09:19,2021-07-03 16:33:58,N,1.0,74,248,1.0,20.5,0.0,0.5,0.0,0.0,,0.3,21.3,1.0,0.0,2.0
T07506,2.0,2021-07-05 19:24:19,2021-07-05 19:40:15,N,1.0,147,42,1.0,13.0,1.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T05170,2.0,2021-07-03 20:07:27,2021-07-03 20:21:30,N,1.0,244,151,1.0,16.5,0.5,0.5,4.11,0.0,,0.3,24.66,1.0,2.75,1.0
T03228,1.0,2021-07-02 17:04:50,2021-07-02 17:36:54,N,1.0,65,257,1.0,22.0,1.0,0.5,4.5,0.0,,0.3,28.3,1.0,0.0,1.0
T09318,2.0,2021-07-06 18:12:44,2021-07-06 18:23:32,N,1.0,95,197,1.0,9.5,1.0,0.5,1.0,0.0,,0.3,12.3,1.0,0.0,1.0
T03598,2.0,2021-07-02 19:36:33,2021-07-02 20:08:00,N,5.0,250,247,2.0,18.0,0.0,0.0,0.0,0.0,,0.3,18.3,2.0,0.0,2.0
T02920,1.0,2021-07-02 14:56:15,2021-07-02 15:05:13,N,1.0,33,25,2.0,7.5,0.0,0.5,0.83,0.0,,0.3,9.13,1.0,0.0,1.0
T02754,1.0,2021-07-02 13:30:23,2021-07-02 13:30:28,N,1.0,95,95,1.0,2.5,0.0,0.5,5.0,0.0,,0.3,8.3,1.0,0.0,1.0
T02411,2.0,2021-07-02 10:36:57,2021-07-02 10:57:52,N,1.0,116,182,1.0,25.0,0.0,0.5,0.0,0.0,,0.3,25.8,1.0,0.0,2.0
T09772,2.0,2021-07-07 07:33:03,2021-07-07 07:42:15,N,1.0,43,162,1.0,9.5,0.0,0.5,0.0,0.0,,0.3,13.05,1.0,2.75,2.0
T04445,1.0,2021-07-03 13:01:34,2021-07-03 13:16:29,N,1.0,42,159,1.0,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0,2.0
T00610,1.0,2021-07-01 11:14:33,2021-07-01 11:25:40,N,1.0,188,61,1.0,11.73,0.0,0.5,0.0,0.0,,0.3,12.53,1.0,0.0,1.0
T00328,2.0,2021-07-01 09:26:42,2021-07-01 09:30:12,N,1.0,52,25,1.0,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,2.0
T09630,2.0,2021-07-07 01:55:50,2021-07-07 01:57:35,N,1.0,41,42,1.0,3.5,0.5,0.5,0.0,0.0,,0.3,4.8,1.0,0.0,2.0
T05030,2.0,2021-07-03 19:34:15,2021-07-03 19:45:37,N,1.0,43,50,1.0,14.0,0.0,0.5,1.0,0.0,,0.3,18.55,1.0,2.75,1.0
T07894,2.0,2021-07-06 07:45:28,2021-07-06 07:58:49,N,1.0,244,41,1.0,13.5,0.0,0.5,2.0,0.0,,0.3,16.3,1.0,0.0,1.0
T07978,2.0,2021-07-06 08:58:05,2021-07-06 09:24:58,N,1.0,75,136,1.0,25.0,0.0,0.5,3.0,0.0,,0.3,28.8,1.0,0.0,1.0
T09337,2.0,2021-07-06 18:15:57,2021-07-06 18:16:50,N,1.0,193,193,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0
T03284,1.0,2021-07-02 17:52:27,2021-07-02 17:59:55,N,1.0,95,95,1.0,6.5,1.0,0.5,1.7,0.0,,0.3,10.0,1.0,0.0,1.0
T07319,2.0,2021-07-05 17:14:54,2021-07-05 17:25:24,N,1.0,95,95,1.0,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0,2.0
T05393,2.0,2021-07-04 02:00:11,2021-07-04 02:03:56,N,1.0,7,7,1.0,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
